"*The expenditure data in this dashboard is based on General Fund Expenditure data for:
- Years 2013-14 through 2016-17 Actuals
01 - GENERAL FUND,RESTRICTED,3010 - IASA-I BASIC GRANTS LOW INCOME,Elem,178 - BRIDGES ACADEMY @ MELROSE,3322 - MEDICARE CLASSIFIED,$28 ,$7 ,$0 ,$20.85 
01 - GENERAL FUND,RESTRICTED,3010 - IASA-I BASIC GRANTS LOW INCOME,Elem,178 - BRIDGES ACADEMY @ MELROSE,3342 - PARS CLASSIFIED,$50 ,$18 ,$0 ,$31.77 
01 - GENERAL FUND,RESTRICTED,3010 - IASA-I BASIC GRANTS LOW INCOME,Elem,178 - BRIDGES ACADEMY @ MELROSE,3401 - HEALTH & WELFARE CERTIFICATED,"$5,027 ","$3,237 ",$811 ,$978.60 
01 - GENERAL FUND,RESTRICTED,3010 - IASA-I BASIC GRANTS LOW INCOME,Elem,178 - BRIDGES ACADEMY @ MELROSE,3501 - ST UNEMPLOY INS CERTIFICATED,$45 ,$24 ,$6 ,$14.98 
01 - GENERAL FUND,RESTRICTED,3010 - IASA-I BASIC GRANTS LOW INCOME,Elem,178 - BRIDGES ACADEMY @ MELROSE,3502 - ST UNEMPLOY INS CLASSIFIED,$5 ,$1 ,$0 ,$4.49 
01 - GENERAL FUND,RESTRICTED,3010 - IASA-I BASIC GRANTS LOW INCOME,Elem,178 - BRIDGES ACADEMY @ MELROSE,3601 - WORKERS COMP CERTIFICATED,"$3,492 ","$1,328 ",$341 ,"$1,822.51 "
01 - GENERAL FUND,RESTRICTED,3010 - IASA-I BASIC GRANTS LOW INCOME,Elem,178 - BRIDGES ACADEMY @ MELROSE,3602 - WORKERS COMP CLASSIFIED,$120 ,$29 ,$0 ,$91.11 
01 - GENERAL FUND,RESTRICTED,3010 - IASA-I BASIC GRANTS LOW INCOME,Elem,178 - BRIDGES ACADEMY @ MELROSE,3901 - OTHER BENEFITS CERTIFICATED,$38 ,$31 ,$7 ,($0.61)
01 - GENERAL FUND,RESTRICTED,3010 - IASA-I BASIC GRANTS LOW INCOME,Elem,178 - BRIDGES ACADEMY @ MELROSE,4200 - BOOKS-OTHER THAN TEXTBOOKS,"$7,175 ",$0 ,"$7,145 ",$30.43 
01 - GENERAL FUND,RESTRICTED,3010 - IASA-I BASIC GRANTS LOW INCOME,Elem,178 - BRIDGES ACADEMY @ MELROSE,4310 - SUPPLIES,$8 ,$0 ,$0 ,$8.37 
01 - GENERAL FUND,RESTRICTED,3010 - IASA-I BASIC GRANTS LOW INCOME,Elem,178 - BRIDGES ACADEMY @ MELROSE,4311 - MEETING REFRESHMENTS,$130 ,$0 ,$128 ,$1.69 
01 - GENERAL FUND,RESTRICTED,3010 - IASA-I BASIC GRANTS LOW INCOME,Elem,178 - BRIDGES ACADEMY @ MELROSE,4392 - MID-YEAR ADJUSTMENT,$0 ,$0 ,$0 ,$0.04 
01 - GENERAL FUND,RESTRICTED,3010 - IASA-I BASIC GRANTS LOW INCOME,Elem,178 - BRIDGES ACADEMY @ MELROSE,"4420 - COMPUTER < $5,000","$10,599 ",$0 ,"$10,599 ",$0.00 
01 - GENERAL FUND,RESTRICTED,3010 - IASA-I BASIC GRANTS LOW INCOME,Elem,178 - BRIDGES ACADEMY @ MELROSE,5846 - LICENSING AGREEMENTS,"$3,000 ","$3,000 ",$0 ,$0.00 
01 - GENERAL FUND,RESTRICTED,3310 - SE-IDEA BASIC GRANT PL94-142,Elem,178 - BRIDGES ACADEMY @ MELROSE,2105 - INSTRAIDES SALARIES,"$27,830 ","$23,005 ","$5,497 ",($672.62)
01 - GENERAL FUND,RESTRICTED,3310 - SE-IDEA BASIC GRANT PL94-142,Elem,178 - BRIDGES ACADEMY @ MELROSE,3202 - PERS CLASSIFIED,"$4,246 ","$3,431 ",$854 ,($39.03)
01 - GENERAL FUND,RESTRICTED,3310 - SE-IDEA BASIC GRANT PL94-142,Elem,178 - BRIDGES ACADEMY @ MELROSE,"3302 - SOCSEC,MEDI,ALTSS CLASSIFIED","$1,725 ","$1,426 ",$341 ,($41.70)
01 - GENERAL FUND,RESTRICTED,3310 - SE-IDEA BASIC GRANT PL94-142,Elem,178 - BRIDGES ACADEMY @ MELROSE,3322 - MEDICARE CLASSIFIED,$404 ,$334 ,$80 ,($9.76)
01 - GENERAL FUND,RESTRICTED,3310 - SE-IDEA BASIC GRANT PL94-142,Elem,178 - BRIDGES ACADEMY @ MELROSE,3402 - HEALTH & WELFARE CLASSIFIED,"$7,216 ","$5,741 ","$1,475 ",$0.01 
01 - GENERAL FUND,RESTRICTED,3310 - SE-IDEA BASIC GRANT PL94-142,Elem,178 - BRIDGES ACADEMY @ MELROSE,3502 - ST UNEMPLOY INS CLASSIFIED,$30 ,$25 ,$6 ,($0.72)
01 - GENERAL FUND,RESTRICTED,3310 - SE-IDEA BASIC GRANT PL94-142,Elem,178 - BRIDGES ACADEMY @ MELROSE,3602 - WORKERS COMP CLASSIFIED,"$1,640 ","$1,325 ",$330 ,($15.07)
01 - GENERAL FUND,RESTRICTED,3310 - SE-IDEA BASIC GRANT PL94-142,Elem,178 - BRIDGES ACADEMY @ MELROSE,3902 - OTHER BENEFITS CLASSIFIED,$68 ,$56 ,$13 ,($0.71)
01 - GENERAL FUND,RESTRICTED,6010 - AFTER SCHOOL LEARNING&SAFEHOOD,Elem,178 - BRIDGES ACADEMY @ MELROSE,1120 - TEACHERS SALARIES STIPENDS,"$2,500 ","$1,369 ",$0 ,"$1,130.53 "
01 - GENERAL FUND,RESTRICTED,6010 - AFTER SCHOOL LEARNING&SAFEHOOD,Elem,178 - BRIDGES ACADEMY @ MELROSE,3101 - STRS CERTIFICATED,$268 ,$198 ,$0 ,$70.64 
01 - GENERAL FUND,RESTRICTED,6010 - AFTER SCHOOL LEARNING&SAFEHOOD,Elem,178 - BRIDGES ACADEMY @ MELROSE,"3301 - SOCSEC,MEDI,ALTSS CERTIFICATED",$31 ,$0 ,$0 ,$30.50 
01 - GENERAL FUND,RESTRICTED,6010 - AFTER SCHOOL LEARNING&SAFEHOOD,Elem,178 - BRIDGES ACADEMY @ MELROSE,3321 - MEDICARE CERTIFICATED,$36 ,$20 ,$0 ,$16.40 
01 - GENERAL FUND,RESTRICTED,6010 - AFTER SCHOOL LEARNING&SAFEHOOD,Elem,178 - BRIDGES ACADEMY @ MELROSE,3501 - ST UNEMPLOY INS CERTIFICATED,$18 ,$1 ,$0 ,$16.55 
01 - GENERAL FUND,RESTRICTED,6010 - AFTER SCHOOL LEARNING&SAFEHOOD,Elem,178 - BRIDGES ACADEMY @ MELROSE,3601 - WORKERS COMP CERTIFICATED,$147 ,$82 ,$0 ,$65.10 
01 - GENERAL FUND,RESTRICTED,6010 - AFTER SCHOOL LEARNING&SAFEHOOD,Elem,178 - BRIDGES ACADEMY @ MELROSE,5825 - CONSULTANTS,"$102,518 ","$61,018 ","$41,500 ",$0.44 
01 - GENERAL FUND,RESTRICTED,6500 - SPECIAL EDUCATION,Elem,178 - BRIDGES ACADEMY @ MELROSE,1105 - TEACHERS SALARIES,"$97,580 ","$77,860 ","$19,720 ",$0.00 
01 - GENERAL FUND,RESTRICTED,6500 - SPECIAL EDUCATION,Elem,178 - BRIDGES ACADEMY @ MELROSE,2105 - INSTRAIDES SALARIES,"$26,066 ","$20,684 ","$5,382 ",$0.00 
01 - GENERAL FUND,RESTRICTED,6500 - SPECIAL EDUCATION,Elem,178 - BRIDGES ACADEMY @ MELROSE,3101 - STRS CERTIFICATED,"$14,081 ","$11,235 ","$2,846 ",$0.00 
01 - GENERAL FUND,RESTRICTED,6500 - SPECIAL EDUCATION,Elem,178 - BRIDGES ACADEMY @ MELROSE,3202 - PERS CLASSIFIED,"$4,048 ","$3,212 ",$836 ,$0.00 
01 - GENERAL FUND,RESTRICTED,6500 - SPECIAL EDUCATION,Elem,178 - BRIDGES ACADEMY @ MELROSE,"3302 - SOCSEC,MEDI,ALTSS CLASSIFIED","$1,616 ","$1,282 ",$334 ,$0.00 
01 - GENERAL FUND,RESTRICTED,6500 - SPECIAL EDUCATION,Elem,178 - BRIDGES ACADEMY @ MELROSE,3321 - MEDICARE CERTIFICATED,"$1,415 ","$1,129 ",$286 ,$0.00 
01 - GENERAL FUND,RESTRICTED,6500 - SPECIAL EDUCATION,Elem,178 - BRIDGES ACADEMY @ MELROSE,3322 - MEDICARE CLASSIFIED,$378 ,$300 ,$78 ,$0.00 
01 - GENERAL FUND,RESTRICTED,6500 - SPECIAL EDUCATION,Elem,178 - BRIDGES ACADEMY @ MELROSE,3401 - HEALTH & WELFARE CERTIFICATED,"$6,919 ","$5,444 ","$1,475 ",$0.00 
01 - GENERAL FUND,RESTRICTED,6500 - SPECIAL EDUCATION,Elem,178 - BRIDGES ACADEMY @ MELROSE,3402 - HEALTH & WELFARE CLASSIFIED,"$14,415 ","$11,528 ","$2,887 ",$0.00 
01 - GENERAL FUND,RESTRICTED,6500 - SPECIAL EDUCATION,Elem,178 - BRIDGES ACADEMY @ MELROSE,3501 - ST UNEMPLOY INS CERTIFICATED,$104 ,$83 ,$21 ,$0.00 
01 - GENERAL FUND,RESTRICTED,6500 - SPECIAL EDUCATION,Elem,178 - BRIDGES ACADEMY @ MELROSE,3502 - ST UNEMPLOY INS CLASSIFIED,$28 ,$22 ,$6 ,$0.00 
01 - GENERAL FUND,RESTRICTED,6500 - SPECIAL EDUCATION,Elem,178 - BRIDGES ACADEMY @ MELROSE,3601 - WORKERS COMP CERTIFICATED,"$5,855 ","$4,672 ","$1,183 ",$0.00 
01 - GENERAL FUND,RESTRICTED,6500 - SPECIAL EDUCATION,Elem,178 - BRIDGES ACADEMY @ MELROSE,3602 - WORKERS COMP CLASSIFIED,"$1,564 ","$1,241 ",$323 ,$0.00 
01 - GENERAL FUND,RESTRICTED,6500 - SPECIAL EDUCATION,Elem,178 - BRIDGES ACADEMY @ MELROSE,3901 - OTHER BENEFITS CERTIFICATED,$113 ,$87 ,$26 ,$0.00 
01 - GENERAL FUND,RESTRICTED,6500 - SPECIAL EDUCATION,Elem,178 - BRIDGES ACADEMY @ MELROSE,3902 - OTHER BENEFITS CLASSIFIED,"$2,221 ","$1,778 ",$443 ,$0.00 
01 - GENERAL FUND,RESTRICTED,9006 - OAK PUBLIC ED FUND,Elem,178 - BRIDGES ACADEMY @ MELROSE,1350 - SUPV&ADM SUBSTITUTES,"$5,500 ","$5,284 ",$0 ,$215.56 
01 - GENERAL FUND,RESTRICTED,9006 - OAK PUBLIC ED FUND,Elem,178 - BRIDGES ACADEMY @ MELROSE,3321 - MEDICARE CERTIFICATED,$90 ,$77 ,$0 ,$13.37 
01 - GENERAL FUND,RESTRICTED,9006 - OAK PUBLIC ED FUND,Elem,178 - BRIDGES ACADEMY @ MELROSE,3501 - ST UNEMPLOY INS CERTIFICATED,$10 ,$6 ,$0 ,$4.37 
01 - GENERAL FUND,RESTRICTED,9006 - OAK PUBLIC ED FUND,Elem,178 - BRIDGES ACADEMY @ MELROSE,3601 - WORKERS COMP CERTIFICATED,$400 ,$317 ,$0 ,$82.96 
01 - GENERAL FUND,RESTRICTED,9011 - DONATIONS,Elem,178 - BRIDGES ACADEMY @ MELROSE,4391 - CARRYOVER - PRIOR YEAR,"$1,044 ",$0 ,$0 ,"$1,044.43 "
01 - GENERAL FUND,RESTRICTED,9270 - WITKIN FOUNDATION,Elem,178 - BRIDGES ACADEMY @ MELROSE,4200 - BOOKS-OTHER THAN TEXTBOOKS,"$3,041 ","$1,300 ",$295 ,"$1,446.25 "
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,1105 - TEACHERS SALARIES,"$1,005,106 ","$853,657 ","$213,084 ","($61,635.34)"
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,1150 - TEACHERS SUBSTITUTES,"$68,682 ","$26,550 ",$0 ,"$42,131.54 "
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,"1305 - SUPV, ADMIN, INSTR COACHES SAL","$114,533 ","$95,444 ","$19,089 ",($0.38)
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,1350 - SUPV&ADM SUBSTITUTES,"$6,111 ","$6,547 ",$0 ,($436.65)
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,2205 - CLASSSUPPT SALARIES,"$18,741 ","$12,919 ","$3,237 ","$2,585.06 "
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,2305 - SUPV&ADM SALARIES,"$44,913 ","$35,896 ","$6,615 ","$2,402.48 "
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,2405 - CLERICAL SALARIES,"$52,811 ","$39,283 ","$10,953 ","$2,574.84 "
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,2450 - CLERICAL SUBSTITUTES,$0 ,$885 ,$0 ,($885.39)
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,2905 - OTHERCLASS SALARIES,"$10,990 ","$9,357 ","$2,218 ",($585.09)
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,2922 - OTHERCLASS SALARIES EXTRACOMP,$500 ,$178 ,$0 ,$321.55 
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,3101 - STRS CERTIFICATED,"$174,569 ","$138,310 ","$33,503 ","$2,756.91 "
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,3202 - PERS CLASSIFIED,"$17,332 ","$13,643 ","$3,231 ",$457.28 
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,"3301 - SOCSEC,MEDI,ALTSS CERTIFICATED","$4,723 ",$96 ,$0 ,"$4,626.94 "
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,"3302 - SOCSEC,MEDI,ALTSS CLASSIFIED","$4,331 ","$3,631 ",$726 ,($26.08)
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,3321 - MEDICARE CERTIFICATED,"$17,260 ","$13,996 ","$3,367 ",($102.44)
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,3322 - MEDICARE CLASSIFIED,"$1,848 ","$1,429 ",$334 ,$85.73 
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,3341 - PARS CERTIFICATED,$0 ,$17 ,$0 ,($16.54)
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,3342 - PARS CLASSIFIED,$412 ,$248 ,$83 ,$81.18 
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,3401 - HEALTH & WELFARE CERTIFICATED,"$236,590 ","$171,267 ","$42,386 ","$22,937.14 "
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,3402 - HEALTH & WELFARE CLASSIFIED,"$37,791 ","$26,120 ","$6,389 ","$5,282.18 "
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,3501 - ST UNEMPLOY INS CERTIFICATED,"$1,064 ","$1,049 ",$248 ,($234.16)
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,3502 - ST UNEMPLOY INS CLASSIFIED,$136 ,$105 ,$25 ,$6.74 
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,3601 - WORKERS COMP CERTIFICATED,"$74,450 ","$58,885 ","$13,930 ","$1,634.81 "
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,3602 - WORKERS COMP CLASSIFIED,"$7,941 ","$5,911 ","$1,381 ",$649.20 
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,3901 - OTHER BENEFITS CERTIFICATED,$793 ,"$1,488 ",$206 ,($901.42)
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,3902 - OTHER BENEFITS CLASSIFIED,"$1,793 ","$1,698 ",$385 ,($290.79)
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,4200 - BOOKS-OTHER THAN TEXTBOOKS,$966 ,$0 ,$966 ,$0.00 
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,4310 - SUPPLIES,"$31,621 ","$27,471 ","$3,961 ",$188.56 
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,4397 - FALL REVISIONS,$375 ,$0 ,$0 ,$375.00 
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,5515 - DISPOSAL SERVICES,"$9,338 ","$9,651 ",$0 ,($313.20)
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,5517 - Recycling,"$3,288 ","$2,614 ",$0 ,$674.60 
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,5520 - GAS-HEATING-ELECTRICITY,"$37,677 ","$36,152 ",$0 ,"$1,524.81 "
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,5555 - WATER/SEWAGE,"$8,002 ","$5,654 ",$0 ,"$2,348.22 "
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,5610 - EQUIP MAINTENANCE AGREEMT,"$4,520 ","$3,258 ",$244 ,"$1,017.26 "
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,5720 - INTERPGM - MAINT WORK ORDERS,$600 ,$500 ,$0 ,$100.00 
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,5721 - INTERPROGRAM - CUSTODIAL,"$109,341 ","$109,341 ",$0 ,$0.00 
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,5746 - Budget Partner,"$10,261 ","$10,261 ",$0 ,$0.00 
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,5747 - Human Resources Partner,"$22,606 ","$22,606 ",$0 ,$0.00 
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,5755 - INTPRGM-CNTRL SCHL IMPRV PARTN,"$10,814 ","$10,814 ",$0 ,$0.00 
01 - GENERAL FUND,UNRESTRICTED,0000 - General Purpose-Unrestricted,Elem,178 - BRIDGES ACADEMY @ MELROSE,5826 - EXTERNAL WORK ORDER SERVICES,$0 ,$0 ,$0 ,$0.00 
01 - GENERAL FUND,UNRESTRICTED,0002 - UNREST SUPPLEMENTAL SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,1105 - TEACHERS SALARIES,"$108,827 ","$86,930 ","$21,822 ",$74.74 
01 - GENERAL FUND,UNRESTRICTED,0002 - UNREST SUPPLEMENTAL SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,1119 - TEACHER ON SPEC ASSIN SCHOOL,"$8,735 ","$5,177 ",$0 ,"$3,558.12 "
01 - GENERAL FUND,UNRESTRICTED,0002 - UNREST SUPPLEMENTAL SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,1122 - TEACHERS SALARIES EXTRA COMP,"$5,359 ",$499 ,$0 ,"$4,860.29 "
01 - GENERAL FUND,UNRESTRICTED,0002 - UNREST SUPPLEMENTAL SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,1150 - TEACHERS SUBSTITUTES,"$11,811 ","$5,208 ",$0 ,"$6,602.19 "
01 - GENERAL FUND,UNRESTRICTED,0002 - UNREST SUPPLEMENTAL SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,2450 - CLERICAL SUBSTITUTES,$618 ,$618 ,$0 ,$0.28 
01 - GENERAL FUND,UNRESTRICTED,0002 - UNREST SUPPLEMENTAL SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,2922 - OTHERCLASS SALARIES EXTRACOMP,"$1,581 ","$1,581 ",$0 ,$0.00 
01 - GENERAL FUND,UNRESTRICTED,0002 - UNREST SUPPLEMENTAL SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,3101 - STRS CERTIFICATED,"$19,642 ","$13,526 ","$3,149 ","$2,967.05 "
01 - GENERAL FUND,UNRESTRICTED,0002 - UNREST SUPPLEMENTAL SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,3202 - PERS CLASSIFIED,$89 ,$89 ,$0 ,$0.00 
01 - GENERAL FUND,UNRESTRICTED,0002 - UNREST SUPPLEMENTAL SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,"3301 - SOCSEC,MEDI,ALTSS CERTIFICATED","$1,393 ","$1,131 ",$0 ,$262.34 
01 - GENERAL FUND,UNRESTRICTED,0002 - UNREST SUPPLEMENTAL SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,"3302 - SOCSEC,MEDI,ALTSS CLASSIFIED",$46 ,$46 ,$0 ,$0.00 
01 - GENERAL FUND,UNRESTRICTED,0002 - UNREST SUPPLEMENTAL SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,3321 - MEDICARE CERTIFICATED,"$2,235 ","$1,371 ",$316 ,$547.70 
01 - GENERAL FUND,UNRESTRICTED,0002 - UNREST SUPPLEMENTAL SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,3322 - MEDICARE CLASSIFIED,$23 ,$32 ,$0 ,($8.96)
01 - GENERAL FUND,UNRESTRICTED,0002 - UNREST SUPPLEMENTAL SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,3341 - PARS CERTIFICATED,$10 ,$5 ,$0 ,$4.78 
01 - GENERAL FUND,UNRESTRICTED,0002 - UNREST SUPPLEMENTAL SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,3342 - PARS CLASSIFIED,$16 ,$40 ,$0 ,($23.16)
01 - GENERAL FUND,UNRESTRICTED,0002 - UNREST SUPPLEMENTAL SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,3401 - HEALTH & WELFARE CERTIFICATED,"$25,577 ","$20,860 ","$4,436 ",$281.96 
01 - GENERAL FUND,UNRESTRICTED,0002 - UNREST SUPPLEMENTAL SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,3501 - ST UNEMPLOY INS CERTIFICATED,$180 ,$104 ,$23 ,$52.68 
01 - GENERAL FUND,UNRESTRICTED,0002 - UNREST SUPPLEMENTAL SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,3502 - ST UNEMPLOY INS CLASSIFIED,$2 ,$2 ,$0 ,($0.66)
01 - GENERAL FUND,UNRESTRICTED,0002 - UNREST SUPPLEMENTAL SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,3601 - WORKERS COMP CERTIFICATED,"$9,414 ","$5,869 ","$1,309 ","$2,236.50 "
01 - GENERAL FUND,UNRESTRICTED,0002 - UNREST SUPPLEMENTAL SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,3602 - WORKERS COMP CLASSIFIED,$165 ,$132 ,$0 ,$32.94 
01 - GENERAL FUND,UNRESTRICTED,0002 - UNREST SUPPLEMENTAL SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,3901 - OTHER BENEFITS CERTIFICATED,$143 ,$119 ,$26 ,($2.39)
01 - GENERAL FUND,UNRESTRICTED,0002 - UNREST SUPPLEMENTAL SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,4310 - SUPPLIES,"$2,468 ",$901 ,$644 ,$923.16 
01 - GENERAL FUND,UNRESTRICTED,0002 - UNREST SUPPLEMENTAL SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,4397 - FALL REVISIONS,$475 ,$0 ,$0 ,$475.00 
01 - GENERAL FUND,UNRESTRICTED,0002 - UNREST SUPPLEMENTAL SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,4399 - SURPLUS,$2 ,$0 ,$0 ,$1.84 
01 - GENERAL FUND,UNRESTRICTED,0002 - UNREST SUPPLEMENTAL SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,"4420 - COMPUTER < $5,000","$2,657 ","$2,418 ",$239 ,$0.00 
01 - GENERAL FUND,UNRESTRICTED,0002 - UNREST SUPPLEMENTAL SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,5700 - INTPRGM - ITL,"$15,000 ","$15,000 ",$0 ,$0.00 
01 - GENERAL FUND,UNRESTRICTED,0002 - UNREST SUPPLEMENTAL SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,5704 - INTPRGM -CENTRAL SCHL SECURITY,"$61,119 ","$61,119 ",$0 ,$0.00 
01 - GENERAL FUND,UNRESTRICTED,0002 - UNREST SUPPLEMENTAL SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,5825 - CONSULTANTS,"$59,000 ","$59,000 ",$0 ,$0.00 
01 - GENERAL FUND,UNRESTRICTED,0003 - UNREST CONCENTRATION SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,1105 - TEACHERS SALARIES,"$12,077 ","$9,532 ","$2,424 ",$121.33 
01 - GENERAL FUND,UNRESTRICTED,0003 - UNREST CONCENTRATION SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,1120 - TEACHERS SALARIES STIPENDS,$73 ,$73 ,$0 ,$0.00 
01 - GENERAL FUND,UNRESTRICTED,0003 - UNREST CONCENTRATION SUPPORT,Elem,178 - BRIDGES ACADEMY @ MELROSE,1122 - TEACHERS SALARIES EXTRA COMP,"$4,992 ","$2,992 ",$0 ,"$2,000.00 "
